review_id,review,rating,category,platform,sentiment
94,Smooth experience from ordering to delivery. Product is top-notch. Overall.,4,Sports,Meesho,Positive
95,Horrible experience. Customer service was useless. Seriously.,2,Beauty,Myntra,Negative
96,Very happy with this purchase. Exactly as described.,5,Electronics,Flipkart,Positive
97,"5 stars! Brilliant product, quick shipping, great seller. Really.",4,Electronics,Meesho,Positive
98,Love this product! It works like a charm. Highly satisfied. Honestly.,5,Electronics,Flipkart,Positive
99,It arrived on time. Product works. That's about it.,3,Beauty,Amazon,Neutral
100,Average product for average price. Pretty standard. Honestly.,3,Home,Amazon,Neutral
101,Works as expected. Nothing extraordinary about it. Honestly.,3,Home,Nykaa,Neutral
102,Awful product. Doesn't work at all. Very frustrated. Honestly.,1,Clothing,Myntra,Negative
103,This product is absolutely amazing! Highly recommend it. Overall.,5,Beauty,Meesho,Positive
104,Defective item. Had to return it. Very annoying process. Really.,2,Sports,Nykaa,Negative
105,"5 stars! Brilliant product, quick shipping, great seller. Seriously.",4,Beauty,Meesho,Positive
106,Superb quality and value for money. Totally worth it! Seriously.,4,Books,Meesho,Positive
107,Superb quality and value for money. Totally worth it! Overall.,5,Home,Myntra,Positive
108,Defective item. Had to return it. Very annoying process. Overall.,2,Electronics,Meesho,Negative
109,Love this product! It works like a charm. Highly satisfied. Overall.,4,Clothing,Amazon,Positive
110,Waste of money. Stopped working after 2 days. Seriously.,1,Clothing,Flipkart,Negative
111,Average product for average price. Pretty standard. Really.,3,Clothing,Flipkart,Neutral
112,Exceeded my expectations. Great quality and fast delivery. Honestly.,4,Beauty,Myntra,Positive
113,Very disappointing. Nothing like the description. Really.,1,Books,Amazon,Negative
114,Garbage product. Complete disappointment.,2,Beauty,Meesho,Negative
115,Perfect product! Zero issues. Very impressed with the quality. Seriously.,4,Sports,Flipkart,Positive
116,Smooth experience from ordering to delivery. Product is top-notch.,5,Electronics,Nykaa,Positive
117,Do NOT buy this. Total scam. Returned immediately. Overall.,2,Electronics,Nykaa,Negative
118,Terrible product. Broke within a week of use. Honestly.,2,Electronics,Meesho,Negative
119,"Not bad, not great. Just a regular product. Really.",3,Home,Flipkart,Neutral
120,Waste of money. Stopped working after 2 days.,2,Sports,Meesho,Negative
121,Brilliant! Exactly what I needed. Fast and reliable. Overall.,5,Clothing,Amazon,Positive
122,Superb quality and value for money. Totally worth it! Honestly.,4,Sports,Nykaa,Positive
123,Do NOT buy this. Total scam. Returned immediately. Honestly.,1,Books,Flipkart,Negative
124,Very happy with this purchase. Exactly as described. Overall.,5,Books,Nykaa,Positive
125,Horrible experience. Customer service was useless.,1,Clothing,Amazon,Negative
126,"5 stars! Brilliant product, quick shipping, great seller.",5,Clothing,Meesho,Positive
127,Cheap and flimsy. Fell apart on first use. Seriously.,2,Electronics,Myntra,Negative
128,Perfect product! Zero issues. Very impressed with the quality. Overall.,4,Beauty,Nykaa,Positive
129,Love this product! It works like a charm. Highly satisfied. Honestly.,5,Beauty,Nykaa,Positive
130,Perfect product! Zero issues. Very impressed with the quality. Overall.,5,Books,Myntra,Positive
131,Perfect product! Zero issues. Very impressed with the quality. Overall.,4,Electronics,Nykaa,Positive
132,It's fine. Delivery was on time. Product is average. Really.,3,Clothing,Meesho,Neutral
133,Great experience overall. Customer support was very helpful. Seriously.,5,Clothing,Myntra,Positive
134,Best purchase I've made this year. Love everything about it! Seriously.,5,Beauty,Nykaa,Positive
135,This product is absolutely amazing! Highly recommend it.,4,Books,Flipkart,Positive
136,Product is nothing like advertised. Totally misleading. Seriously.,2,Electronics,Nykaa,Negative
137,Superb quality and value for money. Totally worth it! Overall.,5,Clothing,Amazon,Positive
138,Brilliant! Exactly what I needed. Fast and reliable. Seriously.,5,Electronics,Meesho,Positive
139,Great experience overall. Customer support was very helpful. Really.,4,Clothing,Nykaa,Positive
140,Average quality. Met basic expectations nothing more. Really.,3,Electronics,Nykaa,Neutral
141,Terrible quality. Would not recommend to anyone.,1,Home,Meesho,Negative
142,Works as expected. Nothing extraordinary about it.,3,Home,Myntra,Neutral
143,Terrible product. Broke within a week of use. Really.,1,Beauty,Flipkart,Negative
144,Exceeded my expectations. Great quality and fast delivery. Really.,4,Clothing,Nykaa,Positive
145,This product is absolutely amazing! Highly recommend it. Honestly.,5,Beauty,Nykaa,Positive
146,This product is absolutely amazing! Highly recommend it. Overall.,4,Beauty,Myntra,Positive
147,Cheap and flimsy. Fell apart on first use. Really.,1,Books,Nykaa,Negative
148,Garbage product. Complete disappointment. Honestly.,1,Electronics,Nykaa,Negative
149,Best purchase I've made this year. Love everything about it! Really.,5,Electronics,Amazon,Positive
150,Outstanding quality! The packaging was excellent too. Honestly.,5,Electronics,Meesho,Positive
151,Very bad experience. Delayed delivery and broken product. Overall.,2,Sports,Nykaa,Negative
152,Exceeded my expectations. Great quality and fast delivery. Honestly.,4,Beauty,Myntra,Positive
153,Terrible product. Broke within a week of use. Really.,1,Beauty,Nykaa,Negative
154,Terrible product. Broke within a week of use.,2,Electronics,Flipkart,Negative
155,Incredible value. Better than I expected. Recommending to friends. Overall.,5,Clothing,Nykaa,Positive
156,Brilliant! Exactly what I needed. Fast and reliable. Seriously.,5,Home,Myntra,Positive
157,Very happy with this purchase. Exactly as described. Really.,4,Books,Meesho,Positive
158,Horrible experience. Customer service was useless.,2,Electronics,Meesho,Negative
159,Outstanding quality! The packaging was excellent too. Seriously.,5,Home,Nykaa,Positive
160,Product is okay. Nothing special but does the job.,3,Home,Meesho,Neutral
161,Love this product! It works like a charm. Highly satisfied.,5,Home,Meesho,Positive
162,Poor quality. Looks cheap and feels cheap.,2,Clothing,Myntra,Negative
163,Perfect product! Zero issues. Very impressed with the quality. Seriously.,5,Electronics,Nykaa,Positive
164,Very bad experience. Delayed delivery and broken product. Overall.,1,Sports,Amazon,Negative
165,Worst purchase ever. Complete waste of money. Seriously.,1,Home,Amazon,Negative
166,Very disappointing. Nothing like the description. Overall.,2,Sports,Myntra,Negative
167,Superb quality and value for money. Totally worth it! Really.,5,Home,Nykaa,Positive
168,"Fantastic product, works perfectly. Will definitely buy again. Seriously.",4,Books,Meesho,Positive
169,Smooth experience from ordering to delivery. Product is top-notch. Seriously.,5,Books,Myntra,Positive
170,Average product for average price. Pretty standard. Honestly.,3,Clothing,Meesho,Neutral
171,Do NOT buy this. Total scam. Returned immediately.,2,Sports,Meesho,Negative
172,Very happy with this purchase. Exactly as described. Really.,4,Sports,Meesho,Positive
173,Smooth experience from ordering to delivery. Product is top-notch. Seriously.,5,Books,Meesho,Positive
174,Product is nothing like advertised. Totally misleading. Honestly.,2,Beauty,Flipkart,Negative
175,This product is absolutely amazing! Highly recommend it.,4,Sports,Myntra,Positive
176,"Not bad, not great. Just a regular product. Seriously.",3,Sports,Meesho,Neutral
177,Best purchase I've made this year. Love everything about it! Really.,5,Electronics,Meesho,Positive
178,Horrible experience. Customer service was useless.,2,Beauty,Meesho,Negative
179,Defective item. Had to return it. Very annoying process.,2,Home,Myntra,Negative
180,Garbage product. Complete disappointment.,2,Electronics,Nykaa,Negative
181,Incredible value. Better than I expected. Recommending to friends. Really.,5,Beauty,Amazon,Positive
182,Exceeded my expectations. Great quality and fast delivery. Honestly.,4,Clothing,Myntra,Positive
183,Product is okay. Nothing special but does the job. Overall.,3,Electronics,Myntra,Neutral
184,"5 stars! Brilliant product, quick shipping, great seller. Really.",4,Sports,Meesho,Positive
185,Product is nothing like advertised. Totally misleading. Really.,1,Clothing,Amazon,Negative
186,Extremely disappointed. Product arrived damaged. Honestly.,1,Sports,Flipkart,Negative
187,Incredible value. Better than I expected. Recommending to friends. Honestly.,5,Books,Amazon,Positive
188,"Not bad, not great. Just a regular product. Overall.",3,Beauty,Nykaa,Neutral
189,Superb quality and value for money. Totally worth it!,5,Books,Meesho,Positive
190,Cheap and flimsy. Fell apart on first use. Really.,2,Home,Meesho,Negative
191,"5 stars! Brilliant product, quick shipping, great seller.",5,Books,Myntra,Positive
192,Brilliant! Exactly what I needed. Fast and reliable. Overall.,5,Electronics,Nykaa,Positive
193,Product is okay. Nothing special but does the job.,3,Beauty,Meesho,Neutral
194,Works as expected. Nothing extraordinary about it. Really.,3,Sports,Myntra,Neutral
195,"Fantastic product, works perfectly. Will definitely buy again. Really.",5,Beauty,Amazon,Positive
196,Product is okay. Nothing special but does the job. Overall.,3,Home,Amazon,Neutral
197,Very bad experience. Delayed delivery and broken product. Seriously.,1,Books,Myntra,Negative
198,Very disappointing. Nothing like the description. Really.,1,Sports,Myntra,Negative
199,Garbage product. Complete disappointment. Really.,2,Books,Meesho,Negative
200,Works as expected. Nothing extraordinary about it. Overall.,3,Electronics,Meesho,Neutral
201,It's fine. Delivery was on time. Product is average. Really.,3,Beauty,Meesho,Neutral
202,Acceptable quality. Would consider buying again maybe. Overall.,3,Electronics,Meesho,Neutral
203,Love this product! It works like a charm. Highly satisfied. Honestly.,4,Books,Myntra,Positive
204,Defective item. Had to return it. Very annoying process. Seriously.,2,Beauty,Flipkart,Negative
205,Great experience overall. Customer support was very helpful.,5,Clothing,Amazon,Positive
206,Cheap and flimsy. Fell apart on first use. Honestly.,2,Electronics,Flipkart,Negative
207,This product is absolutely amazing! Highly recommend it. Honestly.,5,Electronics,Amazon,Positive
208,Love this product! It works like a charm. Highly satisfied. Honestly.,4,Home,Myntra,Positive
209,Very bad experience. Delayed delivery and broken product.,2,Beauty,Flipkart,Negative
210,Average quality. Met basic expectations nothing more. Honestly.,3,Sports,Meesho,Neutral
211,Works as expected. Nothing extraordinary about it. Seriously.,3,Beauty,Myntra,Neutral
212,Superb quality and value for money. Totally worth it! Overall.,4,Electronics,Myntra,Positive
213,Waste of money. Stopped working after 2 days. Seriously.,2,Home,Myntra,Negative
214,Exceeded my expectations. Great quality and fast delivery. Seriously.,5,Beauty,Flipkart,Positive
215,Terrible quality. Would not recommend to anyone. Seriously.,1,Books,Flipkart,Negative
216,Average product for average price. Pretty standard. Really.,3,Electronics,Nykaa,Neutral
217,"Fantastic product, works perfectly. Will definitely buy again. Overall.",4,Clothing,Nykaa,Positive
218,Brilliant! Exactly what I needed. Fast and reliable. Really.,4,Sports,Myntra,Positive
219,Worst purchase ever. Complete waste of money. Really.,1,Electronics,Myntra,Negative
220,Poor quality. Looks cheap and feels cheap. Seriously.,2,Clothing,Myntra,Negative
221,Perfect product! Zero issues. Very impressed with the quality.,5,Electronics,Amazon,Positive
222,Smooth experience from ordering to delivery. Product is top-notch.,5,Sports,Amazon,Positive
223,"Fantastic product, works perfectly. Will definitely buy again.",4,Books,Meesho,Positive
224,Terrible product. Broke within a week of use. Honestly.,1,Home,Meesho,Negative
225,Cheap and flimsy. Fell apart on first use. Seriously.,2,Electronics,Myntra,Negative
226,Worst purchase ever. Complete waste of money. Overall.,1,Sports,Nykaa,Negative
227,Do NOT buy this. Total scam. Returned immediately.,2,Sports,Myntra,Negative
228,Great experience overall. Customer support was very helpful. Seriously.,5,Beauty,Amazon,Positive
229,Acceptable quality. Would consider buying again maybe. Really.,3,Home,Meesho,Neutral
230,It arrived on time. Product works. That's about it. Overall.,3,Home,Meesho,Neutral
231,Exceeded my expectations. Great quality and fast delivery. Honestly.,5,Books,Myntra,Positive
232,Best purchase I've made this year. Love everything about it! Seriously.,5,Electronics,Amazon,Positive
233,Exceeded my expectations. Great quality and fast delivery. Really.,5,Sports,Amazon,Positive
234,Awful product. Doesn't work at all. Very frustrated. Seriously.,2,Home,Myntra,Negative
235,It arrived on time. Product works. That's about it. Seriously.,3,Books,Nykaa,Neutral
236,Exceeded my expectations. Great quality and fast delivery. Really.,4,Beauty,Meesho,Positive
237,Exceeded my expectations. Great quality and fast delivery.,5,Books,Amazon,Positive
238,Terrible quality. Would not recommend to anyone. Honestly.,1,Sports,Nykaa,Negative
239,Waste of money. Stopped working after 2 days.,1,Beauty,Myntra,Negative
240,Outstanding quality! The packaging was excellent too. Overall.,5,Books,Amazon,Positive
241,Best purchase I've made this year. Love everything about it! Seriously.,5,Clothing,Amazon,Positive
242,Love this product! It works like a charm. Highly satisfied. Honestly.,4,Home,Meesho,Positive
243,Very happy with this purchase. Exactly as described. Overall.,5,Sports,Nykaa,Positive
244,This product is absolutely amazing! Highly recommend it. Really.,4,Sports,Amazon,Positive
245,Horrible experience. Customer service was useless. Honestly.,2,Home,Nykaa,Negative
246,Outstanding quality! The packaging was excellent too.,4,Electronics,Myntra,Positive
247,Outstanding quality! The packaging was excellent too.,5,Beauty,Myntra,Positive
248,"5 stars! Brilliant product, quick shipping, great seller. Seriously.",4,Clothing,Myntra,Positive
249,It's fine. Delivery was on time. Product is average. Overall.,3,Books,Myntra,Neutral
250,Superb quality and value for money. Totally worth it! Really.,5,Clothing,Meesho,Positive
251,Poor quality. Looks cheap and feels cheap. Seriously.,2,Home,Amazon,Negative
252,Superb quality and value for money. Totally worth it! Overall.,4,Sports,Meesho,Positive
253,Very bad experience. Delayed delivery and broken product. Overall.,2,Electronics,Meesho,Negative
254,Very happy with this purchase. Exactly as described.,4,Home,Myntra,Positive
255,Brilliant! Exactly what I needed. Fast and reliable. Really.,4,Home,Nykaa,Positive
256,Exceeded my expectations. Great quality and fast delivery. Overall.,5,Beauty,Myntra,Positive
257,Smooth experience from ordering to delivery. Product is top-notch. Seriously.,4,Sports,Amazon,Positive
258,Poor quality. Looks cheap and feels cheap. Overall.,2,Beauty,Flipkart,Negative
259,Best purchase I've made this year. Love everything about it! Really.,5,Clothing,Nykaa,Positive
260,Smooth experience from ordering to delivery. Product is top-notch. Really.,4,Beauty,Meesho,Positive
261,Great experience overall. Customer support was very helpful.,5,Beauty,Nykaa,Positive
262,Incredible value. Better than I expected. Recommending to friends. Really.,5,Home,Amazon,Positive
263,Incredible value. Better than I expected. Recommending to friends. Overall.,5,Sports,Amazon,Positive
264,Exceeded my expectations. Great quality and fast delivery. Honestly.,5,Home,Amazon,Positive
265,Brilliant! Exactly what I needed. Fast and reliable. Seriously.,5,Beauty,Amazon,Positive
266,Awful product. Doesn't work at all. Very frustrated. Honestly.,2,Sports,Nykaa,Negative
267,Product is okay. Nothing special but does the job. Honestly.,3,Sports,Flipkart,Neutral
268,Superb quality and value for money. Totally worth it! Seriously.,4,Home,Amazon,Positive
269,Fairly standard product. Looks okay. Average quality. Seriously.,3,Sports,Flipkart,Neutral
270,Perfect product! Zero issues. Very impressed with the quality. Honestly.,5,Sports,Nykaa,Positive
271,Do NOT buy this. Total scam. Returned immediately. Overall.,2,Home,Meesho,Negative
272,Waste of money. Stopped working after 2 days. Overall.,1,Electronics,Myntra,Negative
273,Incredible value. Better than I expected. Recommending to friends. Overall.,5,Books,Nykaa,Positive
274,Fairly standard product. Looks okay. Average quality. Seriously.,3,Sports,Flipkart,Neutral
275,Works as expected. Nothing extraordinary about it. Honestly.,3,Clothing,Nykaa,Neutral
276,Worst purchase ever. Complete waste of money.,2,Home,Myntra,Negative
277,Acceptable quality. Would consider buying again maybe. Seriously.,3,Beauty,Meesho,Neutral
278,Terrible product. Broke within a week of use. Overall.,2,Clothing,Flipkart,Negative
279,Smooth experience from ordering to delivery. Product is top-notch. Really.,5,Clothing,Flipkart,Positive
280,Outstanding quality! The packaging was excellent too.,4,Sports,Nykaa,Positive
281,Very happy with this purchase. Exactly as described.,4,Home,Flipkart,Positive
282,Brilliant! Exactly what I needed. Fast and reliable. Honestly.,4,Electronics,Meesho,Positive
283,Perfect product! Zero issues. Very impressed with the quality. Honestly.,4,Sports,Myntra,Positive
284,Product is nothing like advertised. Totally misleading. Really.,2,Sports,Flipkart,Negative
285,Smooth experience from ordering to delivery. Product is top-notch. Really.,5,Books,Nykaa,Positive
286,"Not bad, not great. Just a regular product. Overall.",3,Home,Nykaa,Neutral
287,Very disappointing. Nothing like the description.,1,Clothing,Myntra,Negative
288,Superb quality and value for money. Totally worth it!,5,Electronics,Nykaa,Positive
289,Works as expected. Nothing extraordinary about it. Seriously.,3,Clothing,Myntra,Neutral
290,Love this product! It works like a charm. Highly satisfied. Honestly.,4,Electronics,Flipkart,Positive
291,Fairly standard product. Looks okay. Average quality. Seriously.,3,Home,Amazon,Neutral
292,Very happy with this purchase. Exactly as described. Honestly.,4,Electronics,Myntra,Positive
293,Very happy with this purchase. Exactly as described. Overall.,4,Clothing,Flipkart,Positive
294,Very well made. Good materials and solid construction. Really.,5,Beauty,Meesho,Positive
295,This product is absolutely amazing! Highly recommend it. Seriously.,4,Books,Flipkart,Positive
296,Acceptable quality. Would consider buying again maybe.,3,Sports,Meesho,Neutral
297,Outstanding quality! The packaging was excellent too. Overall.,4,Electronics,Amazon,Positive
298,Incredible value. Better than I expected. Recommending to friends. Seriously.,5,Electronics,Meesho,Positive
299,Terrible product. Broke within a week of use. Really.,1,Books,Meesho,Negative
300,Very happy with this purchase. Exactly as described.,4,Home,Flipkart,Positive
301,Worst purchase ever. Complete waste of money. Seriously.,2,Sports,Nykaa,Negative
302,Awful product. Doesn't work at all. Very frustrated. Honestly.,1,Home,Amazon,Negative
303,Do NOT buy this. Total scam. Returned immediately. Seriously.,2,Books,Amazon,Negative
304,Perfect product! Zero issues. Very impressed with the quality.,4,Beauty,Myntra,Positive
305,Very happy with this purchase. Exactly as described. Really.,5,Beauty,Meesho,Positive
306,"Not bad, not great. Just a regular product. Really.",3,Clothing,Amazon,Neutral
307,Cheap and flimsy. Fell apart on first use. Overall.,1,Clothing,Amazon,Negative
308,Garbage product. Complete disappointment. Overall.,1,Books,Nykaa,Negative
309,Brilliant! Exactly what I needed. Fast and reliable. Overall.,5,Electronics,Flipkart,Positive
310,Brilliant! Exactly what I needed. Fast and reliable. Overall.,4,Books,Amazon,Positive
311,Extremely disappointed. Product arrived damaged. Honestly.,2,Home,Myntra,Negative
312,"Not bad, not great. Just a regular product. Honestly.",3,Books,Nykaa,Neutral
313,Exceeded my expectations. Great quality and fast delivery. Seriously.,5,Home,Nykaa,Positive
314,It's fine. Delivery was on time. Product is average.,3,Books,Myntra,Neutral
315,Very happy with this purchase. Exactly as described. Overall.,5,Home,Nykaa,Positive
316,Very disappointing. Nothing like the description. Overall.,2,Home,Amazon,Negative
317,Garbage product. Complete disappointment.,2,Home,Myntra,Negative
318,Product is nothing like advertised. Totally misleading. Seriously.,1,Beauty,Meesho,Negative
319,Smooth experience from ordering to delivery. Product is top-notch. Seriously.,4,Clothing,Nykaa,Positive
320,Cheap and flimsy. Fell apart on first use. Really.,1,Electronics,Flipkart,Negative
321,Do NOT buy this. Total scam. Returned immediately. Honestly.,2,Sports,Amazon,Negative
322,Waste of money. Stopped working after 2 days. Overall.,2,Books,Meesho,Negative
323,Terrible quality. Would not recommend to anyone.,1,Books,Meesho,Negative
324,Outstanding quality! The packaging was excellent too. Seriously.,4,Electronics,Flipkart,Positive
325,"5 stars! Brilliant product, quick shipping, great seller. Overall.",4,Books,Meesho,Positive
326,Great experience overall. Customer support was very helpful. Honestly.,5,Clothing,Amazon,Positive
327,Exceeded my expectations. Great quality and fast delivery. Really.,5,Beauty,Meesho,Positive
328,Fairly standard product. Looks okay. Average quality. Overall.,3,Beauty,Amazon,Neutral
329,Horrible experience. Customer service was useless. Really.,2,Beauty,Flipkart,Negative
330,Awful product. Doesn't work at all. Very frustrated. Seriously.,1,Clothing,Flipkart,Negative
331,Superb quality and value for money. Totally worth it! Overall.,4,Sports,Nykaa,Positive
332,Smooth experience from ordering to delivery. Product is top-notch.,4,Electronics,Amazon,Positive
333,Perfect product! Zero issues. Very impressed with the quality.,5,Home,Meesho,Positive
334,Average quality. Met basic expectations nothing more. Really.,3,Books,Amazon,Neutral
335,Incredible value. Better than I expected. Recommending to friends. Really.,5,Sports,Nykaa,Positive
336,Best purchase I've made this year. Love everything about it!,5,Electronics,Amazon,Positive
337,Horrible experience. Customer service was useless. Really.,1,Books,Flipkart,Negative
338,Love this product! It works like a charm. Highly satisfied. Seriously.,5,Books,Flipkart,Positive
339,Awful product. Doesn't work at all. Very frustrated. Really.,2,Beauty,Myntra,Negative
340,Worst purchase ever. Complete waste of money.,1,Sports,Flipkart,Negative
341,Great experience overall. Customer support was very helpful.,5,Electronics,Amazon,Positive
342,Incredible value. Better than I expected. Recommending to friends. Really.,5,Sports,Meesho,Positive
